"Сделка номер 192 от 26.06.2011",26.06.11,2914148
"Сделка номер 033 от 02.09.2018",02.09.18,2914148
"Сделка номер 188 от 12.07.2018",12.07.18,2914148
"Сделка номер 024 от 05.09.2015",05.09.15,2914148
"Сделка номер 854 от 12.01.2010",12.01.10,2914148
"Сделка номер 916 от 26.02.2006",26.02.06,2914148
"Сделка номер 376 от 16.12.2009",16.12.09,2914148
"Сделка номер 306 от 24.03.2013",24.03.13,2914148
"Сделка номер 672 от 19.10.2007",19.10.07,2914148
"Сделка номер 741 от 07.04.2006",07.04.06,2914148
"Сделка номер 763 от 09.12.2013",09.12.13,2914148
"Сделка номер 637 от 28.11.2014",28.11.14,2914148
"Сделка номер 373 от 29.09.2010",29.09.10,2914148
"Сделка номер 228 от 19.01.2014",19.01.14,2914148
"Сделка номер 382 от 09.07.2006",09.07.06,2914148
"Сделка номер 917 от 18.11.2018",18.11.18,2914148
"Сделка номер 522 от 26.11.2005",26.11.05,2914148
"Сделка номер 587 от 13.04.2012",13.04.12,2914148
"Сделка номер 969 от 13.01.2014",13.01.14,2914148
"Сделка номер 759 от 02.12.2010",02.12.10,2914148
"Сделка номер 531 от 28.04.2021",28.04.21,2914148
"Сделка номер 193 от 11.01.2009",11.01.09,2914148
"Сделка номер 591 от 14.04.2017",14.04.17,2914148
"Сделка номер 494 от 20.04.2010",20.04.10,2914148
"Сделка номер 433 от 12.11.2016",12.11.16,2914148
"Сделка номер 694 от 11.03.2005",11.03.05,2914148
"Сделка номер 348 от 05.08.2013",05.08.13,2914148
"Сделка номер 822 от 06.09.2013",06.09.13,2914148
"Сделка номер 581 от 12.03.2006",12.03.06,2914148
"Сделка номер 430 от 12.05.2013",12.05.13,2914148
"Сделка номер 226 от 14.02.2016",14.02.16,2914148
"Сделка номер 946 от 12.01.2018",12.01.18,2914148
"Сделка номер 355 от 17.10.2017",17.10.17,2914148
"Сделка номер 454 от 30.05.2011",30.05.11,2914148
"Сделка номер 737 от 09.09.2008",09.09.08,2914148
"Сделка номер 705 от 14.11.2020",14.11.20,2914148
"Сделка номер 512 от 06.07.2008",06.07.08,2914148
"Сделка номер 410 от 21.07.2014",21.07.14,2914148
"Сделка номер 246 от 13.08.2017",13.08.17,2914148
"Сделка номер 084 от 12.09.2006",12.09.06,2914148
"Сделка номер 337 от 29.08.2013",29.08.13,2914148
"Сделка номер 338 от 10.08.2008",10.08.08,2914148
"Сделка номер 016 от 19.02.2011",19.02.11,2914148
"Сделка номер 101 от 06.04.2010",06.04.10,1158
"Сделка номер 762 от 16.09.2006",16.09.06,353
"Сделка номер 984 от 18.05.2019",18.05.19,236
"Сделка номер 853 от 21.09.2017",21.09.17,403
"Сделка номер 073 от 13.02.2008",13.02.08,1759
"Сделка номер 384 от 24.09.2017",24.09.17,1667
"Сделка номер 068 от 09.07.2013",09.07.13,10
"Сделка номер 784 от 19.02.2012",19.02.12,1927
"Сделка номер 597 от 05.04.2008",05.04.08,1712
"Сделка номер 643 от 28.02.2013",28.02.13,1666
"Сделка номер 434 от 24.06.2015",24.06.15,1508
"Сделка номер 756 от 14.03.2017",14.03.17,273
"Сделка номер 514 от 02.06.2013",02.06.13,694
"Сделка номер 192 от 23.03.2016",23.03.16,300
"Сделка номер 270 от 14.03.2006",14.03.06,1213
"Сделка номер 730 от 18.09.2017",18.09.17,1288
"Сделка номер 131 от 26.05.2011",26.05.11,953
"Сделка номер 664 от 14.11.2006",14.11.06,869
"Сделка номер 072 от 27.06.2012",27.06.12,593
"Сделка номер 226 от 19.06.2019",19.06.19,255
"Сделка номер 140 от 11.10.2020",11.10.20,1276
"Сделка номер 212 от 22.07.2017",22.07.17,1543
"Сделка номер 902 от 02.04.2008",02.04.08,932
"Сделка номер 102 от 24.04.2011",24.04.11,61
"Сделка номер 690 от 29.08.2015",29.08.15,1880
"Сделка номер 542 от 24.09.2016",24.09.16,378
"Сделка номер 529 от 25.03.2008",25.03.08,1069
"Сделка номер 439 от 19.11.2016",19.11.16,52
"Сделка номер 677 от 16.08.2013",16.08.13,1766
"Сделка номер 007 от 04.07.2014",04.07.14,769
"Сделка номер 340 от 30.10.2009",30.10.09,1019
"Сделка номер 574 от 09.08.2016",09.08.16,529
"Сделка номер 906 от 04.09.2006",04.09.06,1769
"Сделка номер 715 от 24.04.2014",24.04.14,391
"Сделка номер 878 от 02.08.2019",02.08.19,253
"Сделка номер 054 от 24.06.2019",24.06.19,1011
"Сделка номер 253 от 19.11.2005",19.11.05,442
"Сделка номер 568 от 21.06.2020",21.06.20,1617
"Сделка номер 620 от 07.09.2007",07.09.07,1283
"Сделка номер 497 от 26.05.2014",26.05.14,1559
"Сделка номер 846 от 04.07.2013",04.07.13,402
"Сделка номер 694 от 11.08.2007",11.08.07,1534
"Сделка номер 191 от 17.10.2014",17.10.14,1728
"Сделка номер 010 от 07.02.2013",07.02.13,275
"Сделка номер 350 от 29.06.2011",29.06.11,1226
"Сделка номер 669 от 09.12.2019",09.12.19,1733
"Сделка номер 479 от 15.10.2012",15.10.12,47
"Сделка номер 504 от 24.08.2012",24.08.12,1474
"Сделка номер 712 от 19.03.2007",19.03.07,196
"Сделка номер 748 от 14.07.2012",14.07.12,252
